"parid","mar_distance","br_distance"
2011629,4.7222439979227335,3.195058993409314
2012862,6.7483267611491415,5.827814477655636
2013338,7.397999526505131,6.230361242186478
2013591,7.51145634550449,6.207789089700577
2013796,7.234662055405547,5.818197944152161
2013834,6.866120763257194,5.500587950677231
2014041,6.646945163374014,5.299077386396958
2014113,6.656614361413789,5.351716442009605
2014199,6.712020788530719,5.4920374830897725
2014415,6.648640523150022,5.231934220548442
2015217,5.5313784814747535,3.9192235854968382
2015527,5.700499445599605,4.14201946063337
2016329,5.298085569265659,3.438196639307121
2016442,4.083292301531737,2.254497116035485
2016523,4.450277240282148,2.716540629568154
2016639,4.245761288502639,2.8266030422204738
2016825,5.080241666060051,3.8163440578051886
2016949,4.762481963319979,3.263824872669727
2017376,5.371775638699602,3.9398301267893507
2017422,5.33787140590246,4.046019998188092
2017538,6.106316421261974,4.893347171348298
2017678,5.703293048686386,4.485867162920273
2018348,5.527292191778987,4.301955900924614
2018429,5.534902848238957,4.426694160848588
2018470,5.41547306492721,4.255134999371744
2018640,6.02310138559862,4.630281849029971
2018712,5.991992491943892,4.576343400113942
2018798,5.957186482315817,4.5465327079492655
2019042,5.698165473063312,4.285422690827376
2019212,5.63565615080411,4.274004794227774
2019735,5.436583936296352,4.127174536151626
2019760,5.419046704213317,4.122003834758927
2019794,5.446833526157882,4.160225453007578
2019816,5.491188937369858,4.216078799451137
2019875,7.077614555548568,5.897173717710134
2020130,6.757070668628215,5.771088103365526
2020253,6.666500591871319,5.635482411136585
2020288,6.564993041774407,5.475403273894913
2020296,6.336661309811064,5.31792386179188
2020334,6.5609052208699525,5.402357385260193
2020709,6.952934428071187,6.050304343838689
2020857,7.423001974721566,6.279303453334427
2020911,7.1826415483089905,6.306576136379046
2021101,5.560748139788426,4.963824806345875
2021691,4.747766234123416,4.093191428718734
2021781,4.291396276966426,3.3372742104675255
2022388,5.064468319892645,3.9595273322053295
2023279,4.269626169011459,3.2676196952055996
2023449,3.969283829024232,2.894904193252406
2023465,3.82044133980532,2.758582488487748
2023465,3.82044133980532,2.758582488487748
2023775,2.1746781059621987,0.3333929361356457
2023783,2.3472466061208164,0.3810054699710136
2023813,2.3701328449230976,0.4322057612196437
2023830,2.7356879010668216,0.8008027244988002
2023902,2.705517244591262,0.7673523147003952
2023937,2.09676919600887,0.1304300209577016
2024071,2.0004123060061483,0.19853024724804233
2024127,1.9159680026232957,0.15046801517905148
2024151,1.8657820458771945,0.1464042075879222
2024241,2.1075361390472405,0.26396204281215246
2024259,2.091435424177229,0.2473275150995055
2024291,2.0244654031231692,0.18382781746518465
2024305,2.0056391629919985,0.16827967944081362
2024348,1.9385108915892375,0.12396588204012068
2024399,1.88736440161573,0.0790290462201925
2024542,2.1112644293103777,0.238865915052956
2024682,2.0419049095139328,0.1394552073090648
2024704,2.0073327560114116,0.10494739292012274
2025255,1.7236123121184377,0.22335967317222535
2025514,3.097640956934859,2.998304951224418
2025603,3.3164737419257895,3.096883879304639
2025743,2.8979957246154644,2.643510613456305
2025794,3.902008064009836,3.3651571411518137
2025808,3.963346799846433,3.3532249275779797
2025859,4.692539091965761,4.239723271333404
2025875,4.620557527356591,4.2525700819513155
2025905,4.27877452521467,4.261083540588779
2025913,4.343175249976513,4.32309323117617
2026120,3.9599132202953027,3.9301106466537483
2026146,4.188313681992946,3.8239630044177795
2026227,4.171596344213445,3.648375752185672
2026278,3.8191064389514615,3.763640521149041
2026316,3.912270844751126,3.872797851213779
2026383,3.8439601830353687,3.385498530179003
2026987,5.555988064675647,5.097261254117032
2027193,4.7056243526061845,4.768178427804664
2027517,4.896790231512093,4.48662587752651
2028041,3.3137684243987273,3.6303627761010735
2028114,3.624967083696783,3.692692641515779
2028289,4.047544833459449,4.100495869386978
2029013,3.7739386117649096,3.998101944892069
2029218,2.975618922611884,3.2899976641865356
2029242,3.083974054060787,3.3951085783123744
2029251,2.9254697220204022,3.2358237543634556
2029757,0.06830262335381139,0.7891684409189116
2029927,0.1475684331948732,0.33863026652208716
2029935,0.1553866831852734,0.343280137441403
2029951,0.17341885455595316,0.35401431661798505
2029960,0.1839787390561238,0.36048495899521343
2029994,0.21906308137755778,0.38284174613468214
2030020,0.2621869805538875,0.41229048950008323
2030097,0.29936165027286815,0.4040232011215203
2030119,0.275520953932231,0.38423079402745747
2030127,0.26196434441815314,0.3731707455699494
2030135,0.250507670099211,0.364048870927606
2030143,0.2406429456940338,0.3561377296892233
2030143,0.2406429456940338,0.3561377296892233
2030241,0.176739302976478,0.2986419369629513
2030305,0.21765819660253824,0.27532577086685467
2030313,0.22408713449818662,0.2826461058929836
2030321,0.2320633525374348,0.2908974565439949
2030348,0.2509801017669638,0.30972568826711144
2030381,0.29979566242484756,0.3572832529010358
2030402,0.326747248233634,0.38315787166099774
2030429,0.35722250196865635,0.40563388146133067
2030488,0.3280333838774012,0.3431663657974736
2030534,0.2808468691057613,0.29062019406528916
2030577,0.2525260379131344,0.2563792293583474
2030640,0.29411951662724284,0.22986279838480853
2030658,0.3002944996860713,0.2392017440581934
2031549,2.559235888869041,2.797951857102601
2031735,2.4604065454832202,2.7654511080686377
2031735,2.4604065454832202,2.7654511080686377
2031735,2.4604065454832202,2.7654511080686377
2031930,4.595173064120877,4.8267653883071775
2032278,2.4101671576320443,2.636523235391696
2032529,1.5022700710555152,1.7446030649712156
2032588,0.9742099784074183,1.2456188030243214
2032596,1.0032650264071672,1.2692159446470803
2032600,1.0284144382519549,1.2927748315568828
2032791,0.20549413977312658,0.41399833924499946
2032863,0.11193692523697722,0.4010727702406017
2032863,0.11193692523697722,0.4010727702406017
2033029,0.3243692301268073,0.6614227471909592
2033100,0.16209039465341799,0.4739838234851522
2033118,0.17838161885320727,0.4817715712560199
2033258,0.29460528558865295,0.5199249182842594
2033282,0.3269405345621715,0.674258761635108
2033606,0,0.3165028156965558
2033631,0.14024397688141368,0.35535725929000667
2033673,0.06774050946204237,0.29936970235368626
2033703,0.10279206165177113,0.3491851653227943
2033843,0.10569645498000743,0.2881070948048014
2033843,0.10569645498000743,0.2881070948048014
2033916,0.29565378876994075,0.3140631660229984
2033924,0.3020384264589083,0.30587302311141923
2033924,0.3020384264589083,0.30587302311141923
2033967,0.33624908751350213,0.2627388180869309
2034726,7.175808694776473,6.788144582329369
2034998,6.833554041320697,6.0375949399924655
2035374,5.913507868963524,6.024110740169542
2035617,5.607137550990472,5.708275985606841
2035757,5.7280918387561925,5.848930625345845
2035871,5.231501362232832,5.286254696500171
2036273,5.438962210225666,5.447485723997569
2036435,5.026298265442378,5.150045350263746
2036711,5.3262505974053385,5.460862537080652
2037008,4.97994199462588,5.127448377249599
2037318,5.762671983346675,6.031749522541788
2037598,4.5252753263089,4.679628267976755
2037881,4.945179366548582,5.110305793082393
2038292,2.6787954092897968,2.684241459609443
2038497,2.2144832767573184,2.2215687846573164
2038721,1.96727096661915,1.974238593049853
2038934,2.3045424913732724,2.3960964327893652
2039523,1.436988065275179,1.4383547525393698
2039701,1.5499484088380004,1.5542925438503998
2039779,1.464271755148755,1.4698808940348986
2039795,1.2205826020899393,1.2269439460462883
2039809,1.2290844771885887,1.2342314202113578
2039817,1.2874857682127667,1.291772721273368
2040131,1.1202572922110843,1.1139868798597057
2040190,0.8689393796666148,0.8631528642195907
2040301,1.1248262351577225,1.1176928997722002
2040581,0.8164378791529221,0.8121807187108014
2040971,0.8547176343021351,0.8517565392975063
2041471,0.8109106153045409,0.8017126437554413
2041641,1.4744306268114626,1.464406155426554
2041820,1.4179819079821372,1.4080488749964524
2041838,1.4397951012028316,1.4298355719493525
2041838,1.4397951012028316,1.4298355719493525
2042044,1.4798076583016735,1.4699043354653691
2042257,1.4930851894405555,1.4832940209593735
2042273,1.2189671248781273,1.2089481599755716
2042371,1.2903219432308162,1.2803724741281048
2042605,1.7058910206561066,1.9477260115987585
2042869,0.4206317941703038,0.4235841268819849
2042893,0.6768576486490592,0.6722211943635802
2042940,0.7360007458127266,0.7336727042595721
2043032,0.7983220813302522,0.7973923824235104
2043041,0.568217576307444,0.5725382757490649
2043059,0.4209902834599042,0.4249594455298274
2043547,0.49402980023861076,0.486752402717458
2043971,0.4250214395375001,0.41671089418637064
2044381,0.3823759779767091,0.37345658791689146
2044632,0.3036269407761556,0.3000637755633249
2045191,0.7199132861041829,0.7224070746282678
2045213,0.8089467368633749,0.81053335688433
2045272,1.0026281758762343,1.003742291296272
2045701,0.3870788261075786,0.3770269344642414
2045744,0.6230381507392156,0.6129866797258835
2045752,0.6419759068539195,0.6319244790883272
2045876,0.45872081074513416,0.4487178431764829
2045965,0.5927193230708195,0.5827005543552879
2045990,0.8269250585241602,0.81688103084656
2046180,0.9003456674565855,0.8903445775548436
2046201,0.8693887247636489,0.8593906122590381
2046201,0.8693887247636489,0.8593906122590381
2046244,1.0042626619829365,0.9942782669194521
2046368,0.8414957108763285,0.8315368400653215
2046392,0.5912056909023007,0.5812573552160581
2046520,0.6272012356610435,0.6174105757006904
2046538,0.6168045026067736,0.6070218817072777
2046660,0.6217414575347999,0.6120506885648809
2046848,0.8899050358045943,0.8801870069048116
2046961,0.5567549881203103,0.5473477402323345
2046961,0.5567549881203103,0.5473477402323345
2047054,0.8672685501469338,0.8576858694040714
2047054,0.8672685501469338,0.8576858694040714
2047071,0.8010066119567348,0.791497309989343
2047097,0.8084472888134966,0.7990364506020116
2047151,0.8968139694071184,0.8875277930975485
2047208,0.9429674124889031,0.9343342696513446
2047232,0.8578288542855174,0.8490403750980869
2047267,0.9301604004190385,0.9211305374330446
2047321,0.9644849772033788,0.9553142375371646
2047348,0.8998637075534646,0.8915792921114934
2047518,0.36035351919362246,0.35048362434923747
2047917,1.2149434607335485,1.2049275068818492
2048034,1.2802209062842753,1.270172904250704
2048034,1.2802209062842753,1.270172904250704
2048263,1.4139186938080008,1.4038746683903214
2048387,1.3030250447250837,1.2930623767670097
2049197,1.5647754379161405,1.5547350217382832
2049197,1.5647754379161405,1.5547350217382832
2049251,1.5768738384928143,1.5668299287320742
2049553,1.4116206987272422,1.4019942932209115
2049693,1.492571552638541,1.4825980062204043
2049740,1.4683904291166723,1.458818709884023
2049952,1.6785134449710124,1.6688608123648074
2050209,2.053314575517151,2.0432870483591645
2050438,1.9190057647345211,1.9092217691648319
2050446,1.942406072871583,1.9326307757542374
2050501,1.9316387807943516,1.9217335560349922
2050543,1.9698918964202565,1.959940603627374
2050969,1.6995359593300998,1.6895071072664278
2050977,1.6954089164786548,1.6853848369548645
2051248,1.1941843604869655,1.1852950625139114
2051337,1.2330025390580477,1.2241399676387665
2051493,1.334322996121184,1.325335426727461
2051655,1.4985881002013377,1.4891952074924435
2051710,1.4831604477915996,1.4740887673210183
2051744,1.5126301415133991,1.5033872167050808
2051752,1.5214266857713383,1.5121395411414724
2052040,1.6508178137543619,1.6415667513614054
2052082,1.611191281856546,1.6021575370564085
2052139,1.5702342284165387,1.561505984476931
2052139,1.5702342284165387,1.561505984476931
2052198,1.6202065057680721,1.611399856877728
2052198,1.6202065057680721,1.611399856877728
2052325,1.7253708736209588,1.7162243548647818
2052376,1.6675040478580052,1.658725572210818
2052601,1.2170598388292693,1.284768128511259
2052660,1.120860039180778,1.2290928308812084
2052741,1.2904927712814975,1.4248781003725584
2052767,1.4169698830146154,1.5456040842924827
2052767,1.4169698830146154,1.5456040842924827
2052821,1.298726396660934,1.4165854573138255
2052872,1.1310755697022603,1.3956344123631956
2053054,1.4376824852994579,1.7453535574189314
2053071,1.553630268204956,1.8453134436790302
2053241,1.4176494863990843,1.7818027398549923
2053291,1.8743773447110812,2.187953994132502
2053445,1.5254832252203234,1.897855136856021
2053518,1.6470069246740322,2.0538418103940552
2053658,1.8819376281339484,2.3054397460693687
2053704,2.537595758174485,2.6409757553606488
2053721,2.5084881851849317,2.678293401080945
2053747,2.7549886984555516,2.8438373698329045
2053755,2.667376608915259,2.941454438503424
2053763,2.700512837038504,2.96578483929311
2053763,2.700512837038504,2.96578483929311
2053780,2.1977695901880576,2.1887238610762947
2053941,1.1325601210756566,1.1228447635990573
2054093,1.8192431507323745,1.8151332424143065
2054131,2.168217694987181,2.1593149013681345
2054158,2.1476212578608846,2.1388349406844633
2054212,2.174365058250282,2.1655907211995657
2054344,2.4557278202125596,2.55616982284504
2054379,2.374817940183202,2.5905109271189746
2054565,2.1566824531087665,2.591170330551808
2054671,2.0264954725535693,2.4585663473863435
2054778,1.8916188788536126,2.326350417148598
2054808,1.7208750022743853,2.1521948505537143
2054816,1.657609963411804,2.0936984513575934
2054905,1.526747546629712,1.9626801104515321
2054905,1.526747546629712,1.9626801104515321
2054999,1.6868223411469747,2.11440667232594
2055154,1.5196767404401954,1.9445157122307064
2055154,1.5196767404401954,1.9445157122307064
2055341,1.4714511406572905,1.8735903273094954
2055359,1.421884131942383,1.832210632086735
2055367,1.4462749723954578,1.8412988625366593
2055413,1.393446706390543,1.8085168744335536
2055448,1.1829326889594747,1.6005964536024504
2055464,1.1232434696513713,1.5266489468530227
2055669,1.3996596505120413,1.153753553126339
2055928,2.0015069907616723,2.01375841245776
2055979,2.013991589877399,2.049948433792867
2056100,0.3720811840684209,0.8037163802015017
2056258,0.24435133513328605,0.16294118571774208
2056355,1.6747181288366302,1.9636079722105413
2056398,1.8023282423512414,2.091628692419089
2056410,1.7881037604032526,2.086112236463159
2056452,1.717329743241291,2.019621688969773
2056479,1.6690174796695536,1.9724826751224303
2056606,1.5054666108153119,1.8364808499855818
2056622,1.453345192819168,1.7920780424734417
2056673,1.3602349117708934,1.7016970546920416
2056673,1.3602349117708934,1.7016970546920416
2056673,1.3602349117708934,1.7016970546920416
2056703,1.3847845027483427,1.7239913823404478
2056771,1.5078099001171166,1.8291690839728878
2056797,1.535141033775383,1.8527568820147486
2056894,1.5649863050906825,1.9467258563862977
2056932,1.5648221907035178,1.9502222594654688
2057084,1.6124448407793583,1.9956004656302933
2057106,1.5950114680734262,1.9758177413843423
2057106,1.5950114680734262,1.9758177413843423
2057165,1.605187745357728,1.980877088093656
2057173,1.5923350418728943,1.9699588884857275
2057173,1.5923350418728943,1.9699588884857275
2057203,1.5717619937122946,1.9447560815690688
2057220,1.7040071844539857,2.0772899294639684
2057238,1.7331560103846113,2.1023918021729044
2057297,1.8602615125818904,2.212632478602243
2057424,1.9340340483262153,2.273955853496113
2057483,1.8468429106461535,2.197485423980955
2057491,1.8329730401999258,2.1853850232802126
2057548,1.755514836942207,2.1181744728671266
2057556,1.7421813978479315,2.1066497253278107
2057602,1.6699179005429818,2.039624920748103
2057661,1.8323279287302017,2.1801119418737653
2057661,1.8323279287302017,2.1801119418737653
2057688,1.8606484656891171,2.2048733585731237
2057696,1.880673058455524,2.2224263590661373
2057726,1.9314189958166994,2.2670713145130073
2057726,1.9314189958166994,2.2670713145130073
2057734,1.946089592660272,2.28002053246735
2057751,1.9634847850327415,2.292037708345088
2057858,1.798041933660953,2.1467109495501964
2057939,1.6773132748941986,2.0375423916250677
2057971,1.752535790754156,2.1024529138702848
2057971,1.752535790754156,2.1024529138702848
2058161,2.067117744506217,2.4715207102244054
2058170,2.079062025603859,2.4908545199212884
2058277,2.010751662354891,2.430813869809807
2058391,1.906294606663576,2.3335019763836367
2058552,1.8326101910922155,2.2651467253214332
2058633,1.8005843677271551,2.235843810085511
2058692,1.8445286005336807,2.280283635639504
2058706,1.816300799563219,2.2512704178837812
2058722,1.8394144850599505,2.2753901473658917
2058749,1.8528494963287796,2.288644913050443
2058862,1.2543193403139954,1.5872455147708062
2058871,1.2428638778773153,1.573161956888428
2059028,2.060778256359931,2.0518981834238996
2059117,2.459436358786243,2.450285216154256
2059192,2.4300981198900615,2.4206179652540847
2059249,2.530056659937505,2.520380167379036
2059320,2.7247744643597156,2.7150338187765537
2059354,2.6813305890878176,2.6716509745437116
2059451,2.4910237728317584,2.48176510443614
2059711,2.6186092818734177,2.8155226530797086
2059907,2.431594076218096,2.422601430894883
2060000,1.9616624936180143,2.3756286707956673
2060051,2.163457939669072,2.5531032392537263
2060077,2.1862240600003933,2.573245192918966
2060131,2.2737221170527104,2.6509307894484313
2060166,2.2936223800112936,2.668660927503144
2060352,2.2506226822650515,2.625528869482919
2060395,2.308508158615931,2.677132214921944
2060441,2.094808170219769,2.4841622618561034
2060441,2.094808170219769,2.4841622618561034
2060581,1.9341645036783335,2.338254040824536
2060603,1.996347691578053,2.39259939756724
2060760,2.2719087466578856,2.636159183152757
2060760,2.2719087466578856,2.636159183152757
2060786,1.5736082932138178,1.9821712064279176
2060816,1.5355314554863235,1.9522542251573372
2060824,1.4636981558601956,1.8799211312758064
2060841,1.476761537199362,1.88918501071333
2060964,2.3077183411643287,2.7009050626436673
2060981,2.2788848774626764,2.675317689483718
2061031,0.23166398279151015,0.3067226453889613
2061618,1.946607004312016,1.8731212590398334
2061677,2.2106651370901984,2.0753368780667145
2061839,2.2851219597041394,2.1315983628344455
2061952,1.5266686381047287,2.371789597291982
2061979,1.5514887943795177,2.237395395182529
2061979,1.5514887943795177,2.237395395182529
2062002,1.6759865828167486,2.2502917676776506
2062029,1.648775755639708,2.246604037448122
2062118,2.0586742021703532,2.2169802319121494
2062118,2.0586742021703532,2.2169802319121494
2062134,2.0877198724354424,2.1744975947877863
2062223,2.19803287820397,2.1330164505271987
2062274,2.267541918515353,2.0877178098020557
2062312,2.2709749600662574,2.1016555897708904
2062436,2.1693244273535095,2.209730886163651
2062576,2.0945821373950873,2.3105952274955888
2062584,2.1003982650755106,2.3227729281568132
2062622,2.123512457132182,2.37002476401194
2062631,2.0962913017488187,2.389426332769132
2062690,2.0612808887662992,2.3220069399778325
2062797,1.96402075884064,2.3551876589096934
2062851,1.9365422930071814,2.3388363966465846
2062878,1.964873326089822,2.317988807596815
2062894,1.99326255975913,2.2973517511695647
2062991,1.2947171400300488,2.558899811788909
2063041,1.2193263793109308,2.568627805806281
2063165,0.8366514886656055,2.1952904486634326
2063173,0.7929076212959927,2.1584450098200776
2063327,0.6576732513765002,2.128033631929215
2063513,1.239234272010841,2.448095247233842
2063726,0.675200192629661,1.8873575046183853
2064013,0.966314171311544,0.9692062920309777
2064366,0.980127712463792,1.116041763972035
2064404,1.0515621817673952,1.1253931001415123
2064749,0.8300418104893765,1.1446236827848166
2064838,0.7214364518524289,1.151649453028446
2065346,0.7135578465067008,1.1203815190266164
2065362,0.7256420556617975,1.1184746107912928
2066652,0.9916537148371672,1.0042618840261328
2066652,0.9916537148371672,1.0042618840261328
2066679,0.9848925430116713,0.9906520380928409
2066962,0.6541620133245599,0.7033327961441378
2066971,0.6623529006828863,0.7118031123915434
2067063,0.5600167761032795,0.5328269494314036
2067217,0.4550438844196114,0.45209001689927236
2067225,0.48107246925638214,0.4769003336835848
2067853,0.5565050774882165,0.6060745784686263
2068019,0.6803803075268372,0.6430878507302868
2069091,0.5625056361164639,0.6134590761429342
2069333,0.6051284122095498,0.6551405944641715
2069422,0.6826480911460002,0.6396593396738105
2069449,0.6372991699505106,0.5930091891606607
2069465,0.5734749243027831,0.527037301444075
2069546,0.5405687296915671,0.4849807876432348
2069597,0.1517298256091834,0.19289672480451783
2069597,0.1517298256091834,0.19289672480451783
2069619,0.1979520590421655,0.2403371828245019
2069686,0.35441607660595736,0.3931663322346645
2069791,0.24914173860182887,0.29420811768022465
2069872,0.16728015465819115,0.20097192737074604
2070064,0.11612622346602833,0.1222391672670505
2070064,0.11612622346602833,0.1222391672670505
2070081,0.14335768533661533,0.15723372699118107
2070102,0.17251024487265976,0.1925904274995457
2070137,0.2195640719863327,0.2458588506639301
2070161,0.27081302683422914,0.3007997571326813
2070218,0.30359224242060606,0.3272302121258815
2070226,0.2761893867049784,0.2960980616260556
2070340,0.14929827647995722,0.13073630107715153
2070340,0.14929827647995722,0.13073630107715153
2070421,0.3208228172207433,0.3661578522818708
2070439,0.30364338253915985,0.3507514575849603
2070463,0.3509839560545314,0.3998838070947696
2070722,0.3487251835071308,1.30967009283198
2070901,0.05482846764543485,1.3543048820977863
2071061,0.35693147790047974,0.42213588190564544
2071079,0.27818146802092353,1.379633378328829
2071095,0.24927664485195805,1.3871948688467846
2071206,0.25796781415174236,1.4689065514367379
2071249,0.2921791489557948,1.5105251272859213
2071303,0.3716096939530685,1.5720598264180405
2071311,0.39800350439737164,1.5892093879115679
2071338,0.433129930816909,1.6036542622930552
2071338,0.433129930816909,1.6036542622930552
2071451,0.314547807345028,1.5970970706681493
2071729,0.21850037973673928,1.4216583281395667
2071729,0.21850037973673928,1.4216583281395667
2071818,0.2753291217217816,1.419066679990868
2071966,0.4719296969409036,1.5899691133710683
2071974,0.48683299415226555,1.5968583154666545
2072041,0.47244157083481186,1.5150879353276252
2072091,0.4295578711497628,1.525857480069046
2072253,0.5213073646124154,1.4952422689360632
2072393,0.43760972916512225,1.4127840863295407
2072431,0.41569538185766214,1.400245729884417
2072491,0.36222077932184665,1.4097834773258688
2072563,0.322799890167358,1.3859339044823056
2072644,0.3038003764155657,1.3686644903606533
2072849,0.3522966001926838,1.6914362490190062
2072857,0.3529632431416465,1.6597590702363154
2072997,0.5526034427732943,1.577414104437969
2073004,0.5501544651975963,1.5869166311712106
2073047,0.4855823972764863,1.6575747417638835
2073080,0.4303746444262347,1.6913934749938242
2073101,0.4052695356924799,1.7595275019946326
2073128,0.37399418473393936,1.7938237713801772
2073128,0.37399418473393936,1.7938237713801772
2073136,0.34926867570128545,1.8376326223155357
2073217,0.2773900813391065,1.8824933374636486
2073306,0.47131434916927506,1.6676235939974968
2073322,0.5019185558151933,1.635305084076106
2073454,0.4039790671002855,2.1151546776506605
2073691,0.3273421169671471,2.268289664113885
2073802,0.207291549616533,2.167809968399937
2073845,0.23927412456537037,2.2081816691317324
2073896,0.45884839498918767,2.3580499738091065
2074094,0.12087444558260983,1.8374166901818725
2074213,0.27691415577789125,1.5523500414956914
2074345,0.45786946012730667,2.418665311059122
2074353,0.4615785776305169,2.438041463118488
2074469,0.41211324767325774,2.364025955942803
2074574,0.4668237904016412,2.499932725989151
2074639,0.5181099716292796,2.607087393441391
2074744,0.5536280215767092,2.623404757270756
2074876,0.31776168389522014,2.2616208692635285
2074981,0.3643235759335687,1.6467148394653575
2075040,0.32315966952291286,1.5798713384365386
2075040,0.32315966952291286,1.5798713384365386
2075104,0.2925222536191359,1.622795601720011
2075112,0.3148142012617443,1.628458608107522
2075139,0.3204201488140701,1.653941957860142
2075147,0.34245213526492285,1.6819923089381918
2075180,0.41373604473585757,1.7252956971438949
2075261,0.43140532058433784,1.7889963541180374
2075261,0.43140532058433784,1.7889963541180374
2075295,0.36505853402745775,1.834636739974896
2075309,0.36357120332482235,1.8299740639175377
2075368,0.40721117960626974,1.814680532576198
2075368,0.40721117960626974,1.814680532576198
2075384,0.38268608136808596,1.8417894181605903
2075465,0.28599290417062634,1.9074835489645239
2075473,0.28791024378138097,1.9010143087570293
2075481,0.29003149973781905,1.8975210390027641
2075511,0.3245616100890341,1.8515145027881428
2075554,0.3621530755140777,1.7178737124181744
2075589,0.32919460729250155,1.677252827397374
2075678,0.29086381010035556,1.6999881917399007
2075724,0.35182667223312397,1.7320146294320022
2075821,0.4398260887958049,1.8303004713580149
2075881,0.40746903021342057,1.7448198014018017
2075953,0.42712744827575777,1.8253491455774151
2075970,0.41203231215041225,1.8671655012892554
2075988,0.39213681480989504,1.8788097389414697
2076011,0.41809681665585874,1.8093574094700515
2076046,0.3915292919997055,1.778096916708532
2076097,0.3399109034694168,1.7570274262193415
2076135,0.415105006882173,1.8220618082381559
2076283,0.4032691326102748,1.9155183427711195
2076283,0.4032691326102748,1.9155183427711195
2076291,0.39613593487450377,1.901942190118292
2076305,0.4075165583177663,1.8818235449245904
2076356,0.34089647020833563,2.002994873772577
2076402,0.29642025386409043,1.9928804366424742
2076411,0.2929980008511023,1.9849099129118681
2076461,0.2908210040804097,1.9411359437807187
2076526,0.340178006389393,1.9382963157059807
2076534,0.33785489694932674,1.9545339277344511
2076534,0.33785489694932674,1.9545339277344511
2076551,0.33551048409422396,1.9689519032859952
2076593,0.38219561414823344,2.0126034220419244
2076593,0.38219561414823344,2.0126034220419244
2076593,0.38219561414823344,2.0126034220419244
2076607,0.38653117198328524,2.023205652001387
2076674,0.44275418550073803,1.9776946894050407
2076691,0.46182138068280676,1.9318768371995616
2076747,0.3224110291976133,2.012910390242934
2076844,0.16065513060095726,2.4082140064956477
2076861,0.12241058519292926,2.383564203211198
2076861,0.12241058519292926,2.383564203211198
2076941,0.08635300203865469,2.359656350816009
2077085,0.37617775043521445,2.323848860699737
2077115,0.33161678883216716,2.2974267009563945
2077221,0.1706057611409183,2.227940020602877
2077263,0.14921466073112302,2.203182074154968
2077310,0.1451881663372005,2.1849237773529495
2077387,0.11709110363986484,2.161846197782514
2077484,0.07422222578981655,2.2506204636412406
